17	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	3	1	0
19	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	1
17	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	4	1.333333	0
18	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	5	1.5	1
17	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1.666667	0
19	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	5	2	1
17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0
17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0
17	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	4	2	0
19	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	5	2.5	1
18	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	4	2.666667	1
17	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	3	2.666667	0
16	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	4	2.75	0
18	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	4	2.75	1
17	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	4	3	0
17	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	3	0
16	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	3	3	0
18	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	4	3	1
18	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	4	3	1
17	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	4	3	0
17	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	3	0
18	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	3	3	1
17	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	4	3	0
18	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	5	3.25	1
17	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	4	3.333333	0
18	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	4	3.5	1
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3.5	0
17	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	3.5	0
17	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	4	3.5	0
19	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	6	3.5	1
17	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	3.5	0
16	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	3.5	0
19	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5	3.666667	1
17	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3.666667	0
17	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	4	4	0
17	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	6	4	0
17	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	4	4	0
